month,close_month_end,ret_month,vol_month_sum,vol_month_chg,vol_20_annual_month_end,vol_60_annual_month_end,month_str
2015-01-31,2405.38,-0.06824916620506127,240759567500,-0.372973880611544,0.4676125405175016,0.42518722576594004,2015-01
2015-02-28,2474.59,0.02877300052382581,113685256600,-0.5278058613392383,0.256287471975037,0.4323851226073295,2015-02
2015-03-31,2754.66,0.11317834469548482,257993309000,1.2693647066984761,0.2533554397729837,0.3478970091081722,2015-03
2015-04-30,3250.49,0.17999680541337226,368238254400,0.4273170720098016,0.269143003559357,0.2706901190211682,2015-04
2015-05-31,3111.33,-0.042812006805127756,259537919800,-0.29519022888350954,0.3914298087868961,0.3145347972160811,2015-05
2015-06-30,2870.03,-0.07755525771936755,348849950200,0.34411938906200645,0.537784346540364,0.4259427865940315,2015-06
2015-07-31,2461.24,-0.14243405121200836,420513910900,0.2054291842636473,0.6173791983661704,0.5350275408179792,2015-07
2015-08-31,2210.45,-0.10189579236482427,186680679100,-0.5560653898453469,0.6402578640256795,0.6016536547969732,2015-08
2015-09-30,2146.12,-0.029102671401750713,117200273900,-0.37218851749934523,0.3012919710705194,0.5161758028863362,2015-09
2015-10-31,2312.97,0.07774495368385725,82863638300,-0.2929740217953535,0.1909318607524116,0.42072108876474024,2015-10
2015-11-30,2336.29,0.010082275170019583,131944299600,0.5923063759559783,0.28961923093874214,0.27045279766866165,2015-11
2015-12-31,2420.8,0.03617273540527943,102200640800,-0.2254258720548773,0.2448612523110381,0.2543611056251841,2015-12
2016-01-31,1973.01,-0.1849760409781891,70174227400,-0.3133680292932175,0.46027151387021814,0.3444154603968758,2016-01
2016-02-29,1944.61,-0.014394250409273224,45748214900,-0.34807668577196194,0.3655936532535979,0.3575599097498451,2016-02
2016-03-31,2156.54,0.10898329227968584,94512585400,1.0659294708349374,0.22581839254305452,0.35138611948719206,2016-03
2016-04-30,2135.51,-0.009751731940979447,52182292600,-0.44787995821771265,0.10759840687038234,0.2329021451114987,2016-04
2016-05-31,2155.66,0.009435685152492601,37547014500,-0.2804644520352101,0.15704143476948487,0.15628085400639474,2016-05
2016-06-30,2122.63,-0.015322453448131768,36335471300,-0.03226736442653788,0.12834945077797827,0.13183397625204693,2016-06
2016-07-31,2155.24,0.015363016635023374,52585139500,0.44721225894763617,0.12190365767706787,0.1345856946883248,2016-07
2016-08-31,2232.71,0.0359449527662814,57804900300,0.09926303989361851,0.14546738186509522,0.1286689228522668,2016-08
2016-09-30,2177.35,-0.02479498009145842,32452697900,-0.43858223556178333,0.08877481089014828,0.11601297195341602,2016-09
2016-10-31,2250.47,0.03358210668932404,41868103800,0.29012706213248296,0.0943815941926419,0.11305398136306005,2016-10
2016-11-30,2419.41,0.0750687634138647,100612057500,1.403071750767944,0.10861255903047003,0.10312509459458423,2016-11
2016-12-31,2286.9,-0.05476955125423133,92586100100,-0.0797713276065346,0.12868664266440769,0.12019125827630149,2016-12
2017-01-31,2364.02,0.03372250644977903,44539244900,-0.5189424238423019,0.07795301453331699,0.11484635121980583,2017-01
2017-02-28,2370.71,0.00282992529674031,49634344900,0.11439574270824693,0.08252077126992906,0.1093342798824186,2017-02
2017-03-31,2359.75,-0.004623087598230047,61321553500,0.23546616004596443,0.07288641268448308,0.07935556273496563,2017-03
2017-04-30,2347.04,-0.005386163788536957,52607438100,-0.1421052615700612,0.07176349843691611,0.0752292294060214,2017-04
2017-05-31,2479.08,0.05625809530302006,50810809100,-0.034151615529819934,0.1290668739025012,0.09669519281411125,2017-05
2017-06-30,2549.97,0.02859528534779021,55108197400,0.08457626194344536,0.11685680026632622,0.11033682267654354,2017-06
2017-07-31,2638.12,0.03456903414549983,68030027800,0.23448109373288983,0.11049775536083717,0.11945932986486098,2017-07
2017-08-31,2714.63,0.029001713341318958,72725578000,0.06902172984265631,0.13060035981524282,0.12191305279664134,2017-08
2017-09-30,2672.33,-0.01558223404294512,59426849300,-0.18286178076164616,0.06752390272706874,0.10843797848640767,2017-09
2017-10-31,2793.71,0.04542103707251721,48200558400,-0.1889094076538902,0.09104390891401382,0.10265549345601847,2017-10
2017-11-30,2863.45,0.02496322094991954,99209049500,1.058255190255223,0.15832468659653823,0.11104807888372788,2017-11
2017-12-31,2860.44,-0.0010511795212068131,59501610700,-0.4002400889850275,0.16313655421213966,0.13964051358184543,2017-12
2018-01-31,3116.83,0.08963306344478461,145620581900,1.447338486922674,0.12424793227133726,0.15142182807766932,2018-01
2018-02-28,2878.67,-0.07641096883692722,88603379700,-0.39154631478642654,0.28172223715774874,0.20302495791928943,2018-02
2018-03-31,2722.15,-0.054372331667054574,77828982200,-0.121602556657328,0.17232465086287804,0.20578012643805907,2018-03
2018-04-30,2653.54,-0.025204342156016413,53106614700,-0.31764988827002805,0.19651387585086152,0.21709983107362735,2018-04
2018-05-31,2658.29,0.0017900615781183404,51868236500,-0.02331871852490719,0.1731070632768708,0.17509270122142204,2018-05
2018-06-30,2479.91,-0.06710328820407108,48762944900,-0.05986884863533004,0.19495924779164123,0.18327683305770245,2018-06
2018-07-31,2545.12,0.026295309103959497,55200848500,0.13202450371285912,0.19692722229724557,0.20334604692761707,2018-07
2018-08-31,2474.48,-0.027755076381467236,52493856900,-0.0490389491023856,0.2184367480709837,0.224877986738315,2018-08
2018-09-30,2606.67,0.053421324884420196,43032420600,-0.18023892429973076,0.2210608987366844,0.2200880789607118,2018-09
2018-10-31,2451.12,-0.05967383673422422,53549809700,0.24440616989135866,0.3675822147198963,0.2817823461390532,2018-10
2018-11-30,2428.04,-0.009416103658735575,54737244100,0.022174390658945775,0.16504776864408835,0.2713480695704132,2018-11
2018-12-31,2293.1,-0.055575690680548906,43585786900,-0.2037270488011288,0.16838244386431936,0.2569945662906513,2018-12
2019-01-31,2483.47,0.08301862108063318,48504925900,0.11286108040876042,0.1604920041899239,0.17067624298347978,2019-01
2019-02-28,2743.97,0.10489355619355178,65840576500,0.35739979555354817,0.2800885811967286,0.2168486476650136,2019-02
2019-03-31,2838.51,0.03445372945039504,112424058900,0.7075193577626102,0.25933547331104445,0.24267775331970784,2019-03
2019-04-30,2945.24,0.03760071305015633,106511996000,-0.05258716824357601,0.20138328563839247,0.2550813376801576,2019-04
2019-05-31,2728.95,-0.07343713924841433,60484422100,-0.4321351174378518,0.2808719289742914,0.2505534126598968,2019-05
2019-06-30,2930.6,0.07389288920647141,57610833000,-0.04750957354356533,0.18197402983106215,0.22959625925485572,2019-06
2019-07-31,2912.66,-0.006121613321504182,57576005800,-0.0006045251940723917,0.12198694417941715,0.18933470552657441,2019-07
2019-08-31,2872.4,-0.013822416622606082,59012162700,0.02494367019811583,0.176057503072753,0.17336071779558426,2019-08
2019-09-30,2897.7,0.008807965464419976,59991634800,0.016597800439535515,0.12524646372073572,0.1453245152397984,2019-09
2019-10-31,2954.73,0.0196811264106016,45733791200,-0.2376638617622736,0.11184123856927577,0.14112773959862218,2019-10
2019-11-30,2894.72,-0.020309808341202107,53657184400,0.17325030337742908,0.11370975110699491,0.11956906466057995,2019-11
2019-12-31,3063.22,0.05820942958213582,60378504300,0.1252641184057357,0.120681720471967,0.11809839456099454,2019-12
2020-01-31,2932.49,-0.042677313415295015,54891619900,-0.09087479830135503,0.16295075286019234,0.13502229046501202,2020-01
2020-02-29,2821.04,-0.03800524468966637,89606872900,0.6324326566285212,0.33219463220636136,0.22167967038859798,2020-02
2020-03-31,2689.38,-0.0466707313614837,93122259900,0.03923122062214057,0.3231765419210422,0.2869155666854775,2020-03
2020-04-30,2861.91,0.06415233250786412,54192538800,-0.41804957420282707,0.13910997682980195,0.23844081034341788,2020-04
2020-05-31,2806.66,-0.01930528912509477,40193642300,-0.2583177834067445,0.12500690853572452,0.21666894167660453,2020-05
2020-06-30,2942.07,0.04824595782887853,56068322200,0.394954997646481,0.13711003238576044,0.13342697266366932,2020-06
2020-07-31,3249.34,0.10444007110639797,149994668400,1.6752123572550919,0.3785794817368041,0.2522289069047382,2020-07
2020-08-31,3343.89,0.029098216868656213,92525816500,-0.38313929763652854,0.17691341775431302,0.2584044736278937,2020-08
2020-09-30,3232.42,-0.033335426703629545,59342487200,-0.3586386000711488,0.174366745996398,0.21764053110237724,2020-09
2020-10-31,3280.38,0.014837180811899442,49522909700,-0.16547296824458013,0.15480710175248233,0.16822227322097202,2020-10
2020-11-30,3469.42,0.05762746998823309,81825881700,0.6522834016758106,0.1513734365915253,0.16135410521208124,2020-11
2020-12-31,3640.64,0.04935118838307262,69698118200,-0.14821427215980731,0.14684283224233616,0.1561758367763135,2020-12
2021-01-31,3713.25,0.01994429550848209,83062302100,0.19174382673648704,0.21939661263038626,0.1768440314831969,2021-01
2021-02-28,3756.86,0.011744428734935752,59363390700,-0.2853148877509861,0.24959150436233962,0.20277107101493413,2021-02
2021-03-31,3539.37,-0.05789143060960489,71594154200,0.20603209075117745,0.24868288816686696,0.24299922058006038,2021-03
2021-04-30,3491.19,-0.013612592071470253,47704610400,-0.3336800897635299,0.1537932535392604,0.2216573312217416,2021-04
2021-05-31,3650.22,0.04555180325333197,50195550500,0.052215919574934766,0.20827365053722938,0.2145003116675172,2021-05
2021-06-30,3498.65,-0.041523524609475504,63511213100,0.26527575586605034,0.12354036351947427,0.16511784452837974,2021-06
2021-07-31,3132.82,-0.10456318865848258,74628694100,0.1750475303076835,0.22841163905875717,0.20522016537621374,2021-07
2021-08-31,3097.06,-0.011414636014836499,81775752600,0.09576823748815944,0.20198051523703472,0.20869619057263228,2021-08
2021-09-30,3196.99,0.0322660846092746,92685682400,0.1334127715505733,0.16896215451130336,0.20878291350209233,2021-09
2021-10-31,3267.25,0.021976922042296065,49666158700,-0.46414421932335037,0.15547975194372757,0.1832626393668563,2021-10
2021-11-30,3165.35,-0.031188308210268634,58020147400,0.1682028350624185,0.11859600919620009,0.146822852221979,2021-11
2021-12-31,3274.32,0.034425892871246644,64185598100,0.10626396133561022,0.1462147516473154,0.13428901620289105,2021-12
2022-01-31,3054.02,-0.06728114539812857,61836325800,-0.03660123718625907,0.16663634627259333,0.14495094923948842,2022-01
2022-02-28,3080.78,0.008762221596453346,53947733100,-0.1275721446567577,0.17653270352962694,0.15198649253933305,2022-02
2022-03-31,2898.83,-0.05905971864268145,81095227800,0.5032184512679736,0.3338473030542218,0.22974443424330934,2022-03
2022-04-30,2805.34,-0.03225094262167838,66215694400,-0.18348223198406255,0.2638247902690828,0.2606675522165043,2022-04
2022-05-31,2813.22,0.002808928686005796,55446333700,-0.16264060654478318,0.19401235249566562,0.26513996976849,2022-05
2022-06-30,3058.4,0.08715279999431269,99729474200,0.7986667024658476,0.1764054690780418,0.21419649169144783,2022-06
2022-07-31,2792.33,-0.08699646874182587,75175418300,-0.24620661140515665,0.13787232873022603,0.17637112567676363,2022-07
2022-08-31,2761.78,-0.01094068394494907,63983545000,-0.14887676787293647,0.14930589617317758,0.16401900874901704,2022-08
2022-09-30,2610.12,-0.054913859901947415,57328865400,-0.1040061096958601,0.14304321942838494,0.14655002612097795,2022-09
2022-10-31,2295.92,-0.12037760715982404,48344204100,-0.1567214218755496,0.21870243939387737,0.17814765790333992,2022-10
2022-11-30,2606.54,0.13529217045890096,81075377000,0.677044404998282,0.25254765030389864,0.23658297080355845,2022-11
2022-12-31,2635.25,0.011014601732564966,61009312600,-0.2474988725615177,0.15051770331909867,0.23610081341974765,2022-12
2023-01-31,2807.95,0.06553457926192952,45514674300,-0.2539716912004677,0.12366063296030277,0.20087100230625196,2023-01
2023-02-28,2737.15,-0.025214124183122855,53410250200,0.173473193457522,0.16083475587977475,0.1681481626295444,2023-02
2023-03-31,2661.92,-0.02748479257621983,78318768900,0.46636214222415306,0.11900767965212067,0.14029622247571072,2023-03
2023-04-30,2677.76,0.005950592053855841,67856341600,-0.1335877395284235,0.13843901619169852,0.14157908631065996,2023-04
2023-05-31,2493.35,-0.06886726218929262,76585245900,0.12863800337859654,0.14646961428672436,0.13539032671839255,2023-05
2023-06-30,2492.1,-0.0005013335472356939,61164766400,-0.2013505254019169,0.13761121147474492,0.14125960563072865,2023-06
2023-07-31,2653.37,0.0647124914730548,63871160800,0.04424760461441091,0.16848311880390782,0.1573250710946115,2023-07
2023-08-31,2510.46,-0.053859808469983395,76667798500,0.20035079274776546,0.1343622151034094,0.1503137286637751,2023-08
2023-09-30,2507.09,-0.0013423834675716506,52717478000,-0.3123908729425693,0.13865960262850796,0.15007730477687997,2023-09
2023-10-31,2411.48,-0.038135846738649226,50350125200,-0.0449064122528775,0.12885050878290547,0.13510053373445094,2023-10
2023-11-30,2366.0,-0.01885978735050675,54259871100,0.07765116540365624,0.09351597577470079,0.12042804571962047,2023-11
2023-12-31,2326.17,-0.016834319526627173,57420065100,0.05824182652730259,0.150656544432239,0.12486457176410248,2023-12
2024-01-31,2254.3,-0.030896280151493594,83524860300,0.4546284500816422,0.16769745027388952,0.13898429772018803,2024-01
2024-02-29,2413.14,0.07046089695249069,69565255900,-0.16713113137646274,0.18793694304926614,0.16284961653995864,2024-02
2024-03-31,2414.92,0.0007376281525315331,76158196700,0.09477347153696014,0.09103915330656374,0.15312545133555122,2024-03
2024-04-30,2464.24,0.020423036787968085,78925251800,0.03633299132462264,0.12266733399306955,0.13179478757922763,2024-04
2024-05-31,2462.18,-0.0008359575366035932,74007658800,-0.062306966247778206,0.11374540589693305,0.10835995364589122,2024-05
2024-06-30,2394.87,-0.027337562647734903,66626967200,-0.09972875401917192,0.072969294818046,0.10520027430034613,2024-06
2024-07-31,2375.39,-0.008134053205393177,86450148500,0.2975248931936978,0.12113801919410264,0.10043364936127044,2024-07
2024-08-31,2335.21,-0.016915117096560905,69243257800,-0.19903830124710542,0.08547321570399087,0.09484685819691754,2024-08
2024-09-30,2755.4,0.17993670804767015,87518596800,0.2639295085275437,0.35367950864098324,0.2294072949044776,2024-09
2024-10-31,2633.12,-0.044378311678885174,126910184900,0.450093917639228,0.4267105692256648,0.2908672296989397,2024-10
2024-11-30,2624.96,-0.003098985234246787,116166482300,-0.084655952620868,0.2146170808684692,0.3102555455019905,2024-11
2024-12-31,2684.77,0.022785109106424395,102854399600,-0.11459486795529827,0.13797032189064726,0.22633619168410865,2024-12
